,name,main_category,sub_category,image,link,ratings,no_of_ratings
235,"Daikin 2.02 Ton 3 Star, Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model Model, FTKL71UV16, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41H61ZFlBHL._AC_UL320_.jpg,https://www.amazon.com/Daikin-Inverter-Copper-Filter-FTKL71UV16/dp/B0BHYKCBBK/ref=sr_1_242_mod_primary_new?qid=1679134249&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-242,,
236,Mitsubishi Heavy Duty SRK13CRS Split 3 Star 1.1 Ton Air Conditioner (White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/419TxkUq0XL._AC_UL320_.jpg,https://www.amazon.com/Mitsubishi-Heavy-SRK13CRS-Split-Conditioner/dp/B07FDLHDVS/ref=sr_1_243?qid=1679134249&s=kitchen&sr=1-243,3.6,4
237,"Ontel Arctic Air Freedom Portable Personal Air Cooler, Small",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71t-rGRLAtL._AC_UL320_.jpg,https://www.amazon.com/Ontel-Arctic-Freedom-Portable-Personal/dp/B08SHJ47JL/ref=sr_1_244?qid=1679134249&s=kitchen&sr=1-244,3.8,"9,577"
238,"Carrier Emperia CXI Wifi 1.5 Ton 5 Star Inverter Split AC (Copper Condenser, CAI18EN5R30W1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61xNvPGRnpL._AC_UL320_.jpg,https://www.amazon.com/Carrier-Emperia-CXI-Condenser-CAI18EN5R30W1/dp/B0B4DFR74H/ref=sr_1_245?qid=1679134249&s=kitchen&sr=1-245,,
239,"Panasonic 2 Ton Hot and Cold Wi-Fi Inverter 3 Star Smart Split AC (Copper, Auto -Convertible, Twin Cool, Shield Blu Anti-C...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51nYYDjGkFL._AC_UL320_.jpg,https://www.amazon.com/Panasonic-Inverter-Copper-CS-CU-KZ24YKYF/dp/B09YY5GYJK/ref=sr_1_246?qid=1679134249&s=kitchen&sr=1-246,3.3,5
240,"Haier 1.5 Ton 3 Star Antibacterial Coating, Dust Filter, Dehumidifier Split System AC (Copper, 2020, HSU18T-NMW3B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41AgpN+gECS._AC_UL320_.jpg,https://www.amazon.com/Haier-Split-Copper-HSU18T-NMW3B-White/dp/B085P835T8/ref=sr_1_244?qid=1679134251&s=kitchen&sr=1-244,4,302
241,"LG 1.5 Ton 4 Star Inverter Split AC (Copper, LS-Q18YNYA, Convertible 4-in-1 Cooling, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61oBNxWvthL._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-LS-Q18YNYA-Convertible-Cooling/dp/B082TG6BGN/ref=sr_1_245?qid=1679134251&s=kitchen&sr=1-245,4.2,255
242,"LG 1.5 Ton 5 Star Dual Inverter Split AC (Copper, 2019 Mode, lKS-Q18HNZD , White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41wxMmCSXqL._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-Split-Copper-KS-Q18HNZD/dp/B07MYK25X4/ref=sr_1_246?qid=1679134251&s=kitchen&sr=1-246,4.2,"1,420"
243,Hexzone® TAFTA Outdoor Ac Stand (Wall),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/4168K9OW3jL._AC_UL320_.jpg,https://www.amazon.com/Hexzone%C2%AE-TAFTA-Outdoor-Stand-Wall/dp/B0B2SK5B6Y/ref=sr_1_247?qid=1679134251&s=kitchen&sr=1-247,3,1
244,"LG 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 4-in-1 Cooling, HD Filter, 2021 Model, LS-Q18PNXA1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-Convertible-Cooling-LS-Q18PNXA1/dp/B08V4YFFQ2/ref=sr_1_248?qid=1679134251&s=kitchen&sr=1-248,4.3,169
245,"LG 1.5 Ton 5 Star Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, HD Filter, 2021 Model, MS-Q18WNZA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71EI5Q3gGzL._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-Convertible-Cooling-MS-Q18WNZA/dp/B08R8XLRR8/ref=sr_1_249?qid=1679134251&s=kitchen&sr=1-249,4.4,"3,562"
246,"Carrier 2.0 Ton 5 Star Wi-Fi Inverter Split AC (Copper, 24K 5 STAR EMPERIA CXI,PM2.5 filter, 2022 Model,R32,White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21zgJ6AsLxL._AC_UL320_.jpg,https://www.amazon.com/Carrier-Inverter-Copper-EMPERIA-CXI/dp/B09ZSTSVJ2/ref=sr_1_250?qid=1679134251&s=kitchen&sr=1-250,4.2,4
247,"LG 2.0 Ton 3 Star Hot and Cold Inverter Split AC (Copper, LS-H24VNXD, White, Active Energy Control)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41WOz-0xZpL._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-Split-Copper-LS-H24VNXD/dp/B07VQLMJHG/ref=sr_1_251?qid=1679134251&s=kitchen&sr=1-251,4.5,62
248,"CARRIER SPLIT AC 1 TON 3 STAR FIX SPEED (12K 3 STAR DURAFRESH NEO,COPPER)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31SImRh-vLL._AC_UL320_.jpg,https://www.amazon.com/CARRIER-SPLIT-STAR-SPEED-DURAFRESH/dp/B07QGBCN4G/ref=sr_1_252?qid=1679134251&s=kitchen&sr=1-252,1,1
249,"Haier 1 Ton 3 Star Antibacterial Coating, Dust Filter, Dehumidifier Split System AC (Copper, 2020, HSU12T-TFW3B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51pOTUxBzFL._AC_UL320_.jpg,https://www.amazon.com/Haier-Split-Copper-HSU12T-TFW3B-White/dp/B085P7F3X3/ref=sr_1_253?qid=1679134251&s=kitchen&sr=1-253,4.1,224
250,"Haier 1.2 Ton 3 Star Frost Self Clean Inverter Split AC(100% Grooved copper, Super Anti-corrosion, 2023 Model, HSU15V-TMS3...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51WirkzK4JL._AC_UL320_.jpg,https://www.amazon.com/Haier-Inverter-Grooved-Anti-corrosion-HSU15V-TMS3BE-INV/dp/B0BSFPY51K/ref=sr_1_254?qid=1679134251&s=kitchen&sr=1-254,,
251,"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKF50U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41vdM78NoEL._AC_UL320_.jpg,https://www.amazon.com/Daikin-Inverter-Copper-Filter-FTKF50U/dp/B09R8VM7PW/ref=sr_1_255?qid=1679134251&s=kitchen&sr=1-255,4.2,12
252,"Panasonic 2.2 Ton Inverter 3 Star Split Smart AC (Copper, Auto-Convertible, Twin Cool Inverter, Wifi enabled, Shield Blu A...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51z1gVrXnvL._AC_UL320_.jpg,https://www.amazon.com/PANASONIC-CS-CU-QU26YKY-INVERTER-Model/dp/B09YXGKNG2/ref=sr_1_259?qid=1679134251&s=kitchen&sr=1-259,5,2
253,"Samsung 1.5 Ton 3 Star Windfree Technology, Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Tri Care Filter, 2...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81ZfgUcbcdS._AC_UL320_.jpg,https://www.amazon.com/Samsung-Windfree-Technology-Convertible-AR18BY3AQWK/dp/B09SZNRJYB/ref=sr_1_260?qid=1679134251&s=kitchen&sr=1-260,4.2,25
254,Hitachi 1.5 Ton 3 Star Window AC (RAW318KUD New Kaze Plus White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/818GuKQqpsL._AC_UL320_.jpg,https://www.amazon.com/Hitachi-Star-Window-RAW318KUD-White/dp/B00LHO9YTQ/ref=sr_1_261?qid=1679134251&s=kitchen&sr=1-261,4,449
255,"Carrier 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, CAI18ES3R30F0, 2021 Model, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61U-2N2zoWL._AC_UL320_.jpg,https://www.amazon.com/Carrier-Inverter-Copper-Filter-CAI18ES3R30F0/dp/B08T8JXTHL/ref=sr_1_262?qid=1679134251&s=kitchen&sr=1-262,4.2,218
256,Window AC - 1.5 Ton HITACHI New Kaze Plus 3-Star - R32 - RAW318HFDO (White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71BS6CZn1nS._AC_UL320_.jpg,https://www.amazon.com/WINDOW-AC-HITACHI-3-STAR-RAW318HFDO/dp/B09WDSKCHP/ref=sr_1_263?qid=1679134251&s=kitchen&sr=1-263,4,25
257,Symphony Diet 22i 22 Litre Air Cooler (White) - with Remote Control and i-Pure Technology,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/612+nOkiBJL._AC_UL320_.jpg,https://www.amazon.com/Symphony-Diet-22i-Cooler-Control/dp/B00GII0U30/ref=sr_1_264?qid=1679134251&s=kitchen&sr=1-264,3.4,913
258,"Voltas 1.5 Ton 3 Star Adjustable Inverter Copper Split AC R32 (183V_ADJ, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21dM59AepyL._AC_UL320_.jpg,https://www.amazon.com/Voltas-Adjustable-Inverter-R32-183V_ADJ/dp/B0837P6RSF/ref=sr_1_265?qid=1679134251&s=kitchen&sr=1-265,3.5,13
259,Voltas 1 Ton 3 Star Inverter Split AC (Copper 123VCZTT White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61wWmYdb+3L._AC_UL320_.jpg,https://www.amazon.com/Voltas-Inverter-Split-Copper-123VCZTT/dp/B07PSZKXJ4/ref=sr_1_266?qid=1679134251&s=kitchen&sr=1-266,3.9,373
260,"Rechargeable Portable Air Conditioner Fan, Evaporative Mini Air Conditioner with 3 Speeds 7 Colors, Portable Desk Cooler F...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61kSj59EOOL._AC_UL320_.jpg,https://www.amazon.com/Portable-Conditioner-Rechargeable-Evaporative-Cordless/dp/B09QYRS34G/ref=sr_1_267?qid=1679134251&s=kitchen&sr=1-267,3.5,776
261,Equator 220V/950W Silver Outdoor Air Conditioner Freestanding Weatherized,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61RGlfGNyTL._AC_UL320_.jpg,https://www.amazon.com/Equator-Outdoor-Conditioner-Freestanding-Weatherized/dp/B0BGS1HMT9/ref=sr_1_268?qid=1679134251&s=kitchen&sr=1-268,,
262,"OGeneral 1.8 Ton 4 Star Inverter Split AC (Copper Condenser, ASGA22CLWA-B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/517vlOmWNJL._AC_UL320_.jpg,https://www.amazon.com/OGeneral-Inverter-Copper-Condenser-ASGA22CLWA-B/dp/B09WMXDFR3/ref=sr_1_269?qid=1679134251&s=kitchen&sr=1-269,,
263,"LG 1.5 Ton 3 Star Inverter Split AC (Copper, LS-Q18JNXA, White, 4-in-1 Convertible Cooling, 2020 Model)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61oBNxWvthL._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-LS-Q18JNXA-Convertible-Cooling/dp/B0845F1V5H/ref=sr_1_270?qid=1679134251&s=kitchen&sr=1-270,4.1,312
264,"LG 1.5 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51LIaKMoMqL._AC_UL320_.jpg,https://www.amazon.com/LG-Convertible-Anti-Virus-Protection-PS-Q20SNZE/dp/B09NS7KWV5/ref=sr_1_268?qid=1679134252&s=kitchen&sr=1-268,4.3,60
265,"LG 1.5 Ton 5 Star AI DUAL Inverter Wi-Fi Split AC (Copper, Super Convertible 6-in-1 Cooling, UV Nano, Anti Allergic Filter...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-Convertible-Allergic-PS-Q19UWZF/dp/B09NS7VHF3/ref=sr_1_269?qid=1679134252&s=kitchen&sr=1-269,4.2,54
266,"Voltas 1.5 Ton 3 Star Fixed Speed Split AC (Copper, LED Display, Anti-dust Filter, 2023 Model, 183 Vectra Prism, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41uGfBsxMRL._AC_UL320_.jpg,https://www.amazon.com/Voltas-Anti-dust-183-Vectra-Prism/dp/B0BQR2HC93/ref=sr_1_270?qid=1679134252&s=kitchen&sr=1-270,,
267,Blue Star Air Conditioner|2 Ton 5 Star|Inverter Split AC|IA524DNU|2022|White,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31LW+VbBhAL._AC_UL320_.jpg,https://www.amazon.com/Blue-Star-Conditioner-Inverter-IA524DNU/dp/B0BMB2MQ5L/ref=sr_1_271?qid=1679134252&s=kitchen&sr=1-271,,
268,"Ogeneral ASGA24BMWA 2.1 Ton 3 Star Fixed Speed Split Air Conditioner ASGA24BMWA, white",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41aGmWdFeGL._AC_UL320_.jpg,https://www.amazon.com/Ogeneral-ASGA24BMWA-Fixed-Speed-Conditioner/dp/B09DX2ZR2V/ref=sr_1_272?qid=1679134252&s=kitchen&sr=1-272,2.5,2
269,"Samsung 2 Ton 3 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2022 Model AR24CY3...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/516cygDhNoL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Inverter-Convertible-Anti-bacterial-AR24CY3ZAGD/dp/B0BSGTMMCJ/ref=sr_1_273?qid=1679134252&s=kitchen&sr=1-273,,
270,"Voltas 1.5 Ton 4 Star 5 in 1 Adjustable Inverter Split AC, 184V MEAZSB (100 percent Copper, Anti Corrosive Bluefin coatin...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31Bb3MF5gDL._AC_UL320_.jpg,https://www.amazon.com/Adjustable-184V-MEAZSB-Corrosive-Temperature/dp/B0BR3PV21N/ref=sr_1_274?qid=1679134252&s=kitchen&sr=1-274,,
271,"LG DUAL Inverter Window AC(1.5), 5 Star with Convertible 4-in-1 Cooling and ThinQ (Wi-Fi)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51DW6Ry7OGL._AC_UL320_.jpg,https://www.amazon.com/LG-Inverter-AC-Convertible-Cooling/dp/B0BX6YB3H5/ref=sr_1_275?qid=1679134252&s=kitchen&sr=1-275,,
272,Blue Star Air Conditioner|1.5 Ton 3 Star|Fixed Speed Split AC|Copper|FC318DNU|2022|White,appliances,Air Conditioners,https://m.media-amazon.com/images/I/21A9-3nFEfL._AC_UL320_.jpg,https://www.amazon.com/Blue-Star-Conditioner-Copper-FC318DNU/dp/B0BMB2N36Y/ref=sr_1_276?qid=1679134252&s=kitchen&sr=1-276,,
273,"Midea 1.5 Ton 3 Star Split System Inverter AC (Copper, High Ambient upto 52 °C,AG+ Nano Filter, 2021 Model, Santis Pro DLX...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51aWPtuB63L._AC_UL320_.jpg,https://www.amazon.com/Midea-Inverter-Copper-Ambient-Filter/dp/B091Z2WHX4/ref=sr_1_277?qid=1679134252&s=kitchen&sr=1-277,3.8,19
274,"LG 1 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter With Anti-virus Protection,...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51LIaKMoMqL._AC_UL320_.jpg,https://www.amazon.com/LG-Convertible-anti-virus-protection-PS-Q14SNZE/dp/B09NS6SS7T/ref=sr_1_278?qid=1679134252&s=kitchen&sr=1-278,4.3,74
275,"Daikin 1.5 Ton Inverter Split Ac 3 Star (Copper,FTKY/RKY-50UV16V3A,White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/311xw0EpaJL._AC_UL320_.jpg,https://www.amazon.com/Daikin-1-5-Inverter-Copper-RKY-50UV16V3A/dp/B0BXB8W2BM/ref=sr_1_279?qid=1679134252&s=kitchen&sr=1-279,,
276,"Haier 1.5 Ton 4 Star Intelli Smart Inverter AC(100% Grooved copper, Intelli Convertible 7-in-1, 2023 Model, HSU18K-PYFR4BE...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/518brnf3ScL._AC_UL320_.jpg,https://www.amazon.com/Haier-Intelli-Inverter-Convertible-HSU18K-PYFR4BE1-INV/dp/B0BSFSK57G/ref=sr_1_283?qid=1679134252&s=kitchen&sr=1-283,,
277,Voltas 183 LZH 1.5 Ton 3 Star Window AC (Copper 183 LZH R32 White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/71CEJIOAdHL._AC_UL320_.jpg,https://www.amazon.com/Voltas-Star-Window-Copper-White/dp/B09WVQR375/ref=sr_1_284?qid=1679134252&s=kitchen&sr=1-284,3.5,17
278,SPLIT AC - 2.0 Ton HITACHI SHIZEN 3100S INVERTER - R32 - RMRG324HFEOZ1 (Gold),appliances,Air Conditioners,https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_UL320_.jpg,https://www.amazon.com/SPLIT-AC-HITACHI-INVERTER-RMRG324HFEOZ1/dp/B0BQZ8LJKM/ref=sr_1_285?qid=1679134252&s=kitchen&sr=1-285,,
279,"Blue Star 1 Ton 2 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydrop...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71PA26UG1lL._AC_UL320_.jpg,https://www.amazon.com/Blue-Star-Hydrophilic-Self-Diagnosis-WFA212LN/dp/B0BDMLVBP8/ref=sr_1_286?qid=1679134252&s=kitchen&sr=1-286,,
280,Supreme Cool Xpand 1.5T 3 Star Inverter Split Air Conditioner,appliances,Air Conditioners,https://m.media-amazon.com/images/I/61LmI8aD1oL._AC_UL320_.jpg,https://www.amazon.com/Supreme-Cool-Xpand-Inverter-Conditioner/dp/B09X9YJN7V/ref=sr_1_287?qid=1679134252&s=kitchen&sr=1-287,,
281,"O-General 2.0 Ton 4 Star EFFICIENT & TROPICAL INVERTER Split Air Conditioner - White (ASGG24CPTB-B, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51kxkiSq+XL._AC_UL320_.jpg,https://www.amazon.com/General-EFFICIENT-TROPICAL-INVERTER-Conditioner/dp/B09GP819TN/ref=sr_1_288?qid=1679134252&s=kitchen&sr=1-288,3.2,2
282,"Whirlpool 1.5 Ton 3 Star Split AC (Copper, 1.5T MAGICOOL ELITE PRO 3S COPR, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61FIWqQfW+L._AC_UL320_.jpg,https://www.amazon.com/Whirlpool-1-5T-MAGICOOL-ELITE-COPR/dp/B07QJ68196/ref=sr_1_289?qid=1679134252&s=kitchen&sr=1-289,3.9,213
283,"Voltas 1.5 Ton 3 Star Non-Inverter Split AC (183DZZ, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61p0mCcuMjL._AC_UL320_.jpg,https://www.amazon.com/Voltas-Split-Copper-183DZZ-White/dp/B07N8FJJHD/ref=sr_1_290?qid=1679134252&s=kitchen&sr=1-290,4,260
284,Voltas 1.5 Ton 4 Star Inverter Split AC (Copper 184V SZS White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/61c+FKcFJUL._AC_UL320_.jpg,https://www.amazon.com/Voltas-Inverter-Copper-184V-SZS/dp/B079PYG14J/ref=sr_1_291?qid=1679134252&s=kitchen&sr=1-291,4,430
285,"O General 2 Ton 5 Star Inverter Split AC (Copper Condenser, ASGG24CGTB-B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61lTN0lYAgL._AC_UL320_.jpg,https://www.amazon.com/General-Inverter-Copper-Condenser-ASGG24CGTB-B/dp/B09MJ67S87/ref=sr_1_292?qid=1679134252&s=kitchen&sr=1-292,5,1
286,Ogeneral ASGA18BMWA 1.5 Ton 3 Star Fixed Speed Split Air Conditioner ASGA18BMWA (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51WVG4lb7rL._AC_UL320_.jpg,https://www.amazon.com/Ogeneral-ASGA18BMWA-Fixed-Speed-Conditioner/dp/B09BNGF1T7/ref=sr_1_293?qid=1679134252&s=kitchen&sr=1-293,2.7,6
287,"Samsung 1 Ton 3 Star Fixed Speed Split AC (Copper, AR12RG3BAWK, 2022 Model, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/619H-udsZyL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Inverter-Split-Copper-AR12RG3BAWK/dp/B08526FXSS/ref=sr_1_294?qid=1679134252&s=kitchen&sr=1-294,4,591
288,"Godrej 1 Ton 5 Star Inverter Split AC (Copper, Anti Bacterial Filter, 2020 Model, GIC 12HTC5-WTA Split 5S, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51RkULSb-RL._AC_UL320_.jpg,https://www.amazon.com/Godrej-Split-AC-GIC-12HTC5-WTA/dp/B084VYXY57/ref=sr_1_292?qid=1679134253&s=kitchen&sr=1-292,4.1,247
289,"Voltas Adjustable Inverter AC, 1.5 Ton, 3 star-183V CAZAZ",appliances,Air Conditioners,https://m.media-amazon.com/images/I/217ej8OLkFL._AC_UL320_.jpg,https://www.amazon.com/Voltas-Adjustable-Inverter-star-183V-CAZAZ/dp/B09YRWQ1CH/ref=sr_1_293_mod_primary_new?qid=1679134253&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-293,5,1
290,"Godrej 1 Ton 3 Star Inverter Split AC (GIC 12TTC3-WVA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41rnZbv7vBL._AC_UL320_.jpg,https://www.amazon.com/Godrej-Inverter-Split-GIC-12TTC3-WVA/dp/B0B2W25NHS/ref=sr_1_294?qid=1679134253&s=kitchen&sr=1-294,5,1
291,"Mitsubishi Heavy Duty 2.2 Ton 3 Star Non Inverter Split AC (SRK25CSS, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21bQMJlkv5L._AC_UL320_.jpg,https://www.amazon.com/Mitsubishi-Heavy-Inverter-Split-SRK25CSS/dp/B07PZXD2CM/ref=sr_1_295?qid=1679134253&s=kitchen&sr=1-295,3.8,13
292,"TOSHIBA 1 Ton 3 Star Split AC (Copper, RAS-13J2KG-IN/RAS-13J2AG-IN, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61w75R+gZOL._AC_UL320_.jpg,https://www.amazon.com/Toshiba-Split-Copper-RAS-13J2KG-RAS-13J2AG/dp/B08KQKVZ2G/ref=sr_1_296?qid=1679134253&s=kitchen&sr=1-296,2.6,5
293,Voltas 2 Ton 4 Star Inverter Split Copper Condenser Air Conditioner(VOLTAS SPLIT AC 244V EAZS - White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/317MrGHeUhL._AC_UL320_.jpg,https://www.amazon.com/Voltas-VOLTAS-SPLIT-244V-EAZS/dp/B0BG2H5QZ2/ref=sr_1_297?qid=1679134253&s=kitchen&sr=1-297,,
294,"Midea 1.5 Ton 5 Star Inverter Split AC (Copper, MAI18SR5R30F0, Santis Pro Ryl Inverter AC R32, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/618qQPoDUmL._AC_UL320_.jpg,https://www.amazon.com/Midea-Inverter-Copper-MAI18SR5R30F0-Santis/dp/B08QDWG8Q5/ref=sr_1_298?qid=1679134253&s=kitchen&sr=1-298,3.9,41
295,"Daikin 1.5 Ton Inverter Split Ac 3 Star (Copper, FTKL/RKL-50TV16V, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51u1R9NZ+GL._AC_UL320_.jpg,https://www.amazon.com/Daikin-Inverter-Copper-FTKL-RKL-50TV16V/dp/B088C3QWD2/ref=sr_1_299?qid=1679134253&s=kitchen&sr=1-299,4.4,4
296,"Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect - White (CS/CU-LU18YKY, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31GPSHzjNsL._AC_UL320_.jpg,https://www.amazon.com/PANASONIC-Inverter-Conditioner-CS-CU-LU18YKY/dp/B0B3RRPSJ1/ref=sr_1_300?qid=1679134253&s=kitchen&sr=1-300,,
297,"Haier Frost Clean Inverter Split AC with 5 in 1 easy Convertible (1.6 Ton, 5 Star Rating, White), HSU19E-TXB5B(INV)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41kvt2PHHGL._AC_UL320_.jpg,https://www.amazon.com/Haier-Inverter-Convertible-HSU19E-TXB5B-INV/dp/B09SP3B4PH/ref=sr_1_301?qid=1679134253&s=kitchen&sr=1-301,1,2
298,"Samsung 1 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filte...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/81SdBFF-guL._AC_UL320_.jpg,https://www.amazon.com/Samsung-Technology-Convertible-Anti-bacterial-AR12CY3APWK/dp/B0BSGTWM7Y/ref=sr_1_302?qid=1679134253&s=kitchen&sr=1-302,,
299,"Kelvinator 1.5 Ton 3 Star Split AC (KAS-Y18310B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31IGi3v94+L._AC_UL320_.jpg,https://www.amazon.com/Kelvinator-Star-Split-KAS-Y18310B-White/dp/B0BTB2BX3K/ref=sr_1_303?qid=1679134253&s=kitchen&sr=1-303,,
300,Hitachi 1 Ton 3 Star Window AC (RAW312KWD Kaze Plus White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/81GaY0WLieL._AC_UL320_.jpg,https://www.amazon.com/Hitachi-Star-Window-RAW312KWD-White/dp/B00LHO9VOE/ref=sr_1_307?qid=1679134253&s=kitchen&sr=1-307,4.1,222
301,"Carrier Estrella Nx 18K 5 Star Window AC with Energy Saver Mode, 1.5T Estrella NX (5S), 2021 Model, White",appliances,Air Conditioners,https://m.media-amazon.com/images/I/81iQsYHbhRL._AC_UL320_.jpg,https://www.amazon.com/Carrier-Estrella-1-5T-NX-5S/dp/B08YWM1RVQ/ref=sr_1_308?qid=1679134253&s=kitchen&sr=1-308,3.4,7
