,name,main_category,sub_category,image,link,ratings,no_of_ratings
8194,VIMAL JONNEY Men's Regular Fit Trackpants (D10ANTHRA-L_Grey_Large),stores,Men's Fashion,https://m.media-amazon.com/images/I/711ALHSLQ0L._AC_UL320_.jpg,https://www.amazon.com/VIMAL-Mens-Cotton-Trackpant-D10ANTHRA-L/dp/B07FTPKGMF/ref=sr_1_8203?qid=1679151047&s=apparel&sr=1-8203,3.7,"1,067"
18227,Arrow Men's Slim Fit Shirt,men's clothing,Shirts,https://m.media-amazon.com/images/I/81S5XZTjhLL._AC_UL320_.jpg,https://www.amazon.com/Arrow-Printed-Shirt-ANAASH0180_Light-Green/dp/B09535DPDC/ref=sr_1_18236?qid=1679141599&s=apparel&sr=1-18236,1,1
7814,U.S. POLO ASSN. Men's Modern (I664-002-PR_Black Players_L),stores,Men's Fashion,https://m.media-amazon.com/images/I/81ximQN+mNL._AC_UL320_.jpg,https://www.amazon.com/US-Polo-Association-Printed-I664-002-PR_Black_Large/dp/B07P3LFY2L/ref=sr_1_7823?qid=1679151029&s=apparel&sr=1-7823,4.1,457
629,Levi's Men's 512 Slim Tapered Fit Jeans,men's clothing,Jeans,https://m.media-amazon.com/images/I/81rg53i95-L._AC_UL320_.jpg,https://www.amazon.com/Levis-Mens-Jeans-36087-0611_Mid-Indigo_32/dp/B09Z79GT1T/ref=sr_1_634?qid=1679141674&s=apparel&sr=1-634,3.5,76
18353,ALSU Women's Blue Hand Clutch Wallet Purse_LDU-012gryshblu,accessories,Handbags & Clutches,https://m.media-amazon.com/images/I/71xoiEyiwbL._AC_UL320_.jpg,https://www.amazon.com/ALSU-Womens-Clutch-Wallet-Purse_LDU-012gryshblu/dp/B09FJ1XC35/ref=sr_1_18410?qid=1679159208&s=shoes&sr=1-18410,5,1
2523,Liberty Men's Jose Sports Shoes,men's shoes,Sports Shoes,https://m.media-amazon.com/images/I/515bzY+DY0L._AC_UL320_.jpg,https://www.amazon.com/Liberty-Jose-White-Running-Shoe-7/dp/B0BF5JRG1H/ref=sr_1_2532?qid=1679147276&s=shoes&sr=1-2532,3,2
18076,ANCHOR QUARTZ 23.5K Original Gold Plated Stainless Steel AQ-,accessories,Watches,https://m.media-amazon.com/images/I/71TlqsFBM3L._AC_UL320_.jpg,https://www.amazon.com/ANCHOR-QUARTZ-Original-Plated-Stainless/dp/B0BCR4B27K/ref=sr_1_18152?qid=1679156268&s=watches&sr=1-18152,Get,FREE Delivery by Amazon
2209,"Whirlpool 340 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 355 3S, German Steel, Convertibl...",appliances,All Appliances,https://m.media-amazon.com/images/I/51EyoX3OoYL._AC_UL320_.jpg,https://www.amazon.com/Whirlpool-Refrigerator-INV-CNV-355/dp/B083JNJZ9Y/ref=sr_1_2210?qid=1679135720&s=appliances&sr=1-2210,4.1,"1,396"
13131,Just Devotional - Tulsi Mala for Neck 2 Round (Set of 4) | Tulsi Mala for Men | Thulasi Malai 2 Round | ISKCON Tulsi Kanth...,stores,Men's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71cisBPh8lL._AC_UL320_.jpg,https://www.amazon.com/Just-Devotional-Thulasi-ISKCON-Kanthi/dp/B09522KZXC/ref=sr_1_13140?qid=1679151311&s=apparel&sr=1-13140,4,19
13270,JstylC Stainless Steel Mens Womens Couple Necklace Friendship Puzzle CZ Love Matching Heart Pendants,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/I/716F0jZHy8L._AC_UL320_.jpg,https://www.amazon.com/Jstyle-Stainless-Necklace-Friendship-Matching/dp/B00UV3UOS4/ref=sr_1_13327?qid=1679160406&s=jewelry&sr=1-13327,4.2,563
85,"LAKMÉ 9 to 5 Weightless Mousse Lip & Cheek Color, Plum Feather, Long Lasting Lip and Cheek Tint, 2 in 1 Matte Liquid Lipst...",beauty & health,Make-up,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41HwKoqdhgL._AC_UL320_.jpg,https://www.amazon.com/Lakme-Weightless-Mousse-Cheek-Feather/dp/B01M4HB3OK/ref=sr_1_470?qid=1679215169&s=beauty&sr=1-470,4.1,"10,141"
52,GoSriKi Women Kurta with Pants & Dupatta,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/815QW8bkthL._AC_UL320_.jpg,https://www.amazon.com/GoSriKi-Printed-Straight-Dupatta-Shank-Maroon_L-GS_Maroon_Large/dp/B0BPT7TKV5/ref=sr_1_57?qid=1679154139&s=apparel&sr=1-57,3.3,112
10887,Yashika Women's Stretch Blouse,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91+iTRgiIcL._AC_UL320_.jpg,https://www.amazon.com/Yashika-Womens-Strechable-SB-1-RED_Free/dp/B09GM2M9F4/ref=sr_1_10944?qid=1679154530&s=apparel&sr=1-10944,3,7
8646,MIRCHI FASHION Women's Stylish Chiffon Abstract Shibori Style Printed Saree with Blouse Piece,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/8161sZsQpQL._AC_UL320_.jpg,https://www.amazon.com/MIRCHI-FASHION-Chiffon-Abstract-37392-Grey/dp/B0BMFTHTQS/ref=sr_1_8699?qid=1679154445&s=apparel&sr=1-8699,5,1
563,UR LITTLE SHOP Heavy Duty Single Door/Double Door Fridge Stand/Washing Machine Stand GREY Color With Box Packing,appliances,All Appliances,https://m.media-amazon.com/images/I/61SPP671a+L._AC_UL320_.jpg,https://www.amazon.com/LITTLE-Single-Washing-Machine-Packing/dp/B08PD594BJ/ref=sr_1_564?qid=1679135620&s=appliances&sr=1-564,4.7,4
18098,Grover Bros AISH Winter Special Thermal Fashion WEAR(L Size Black),men's clothing,Innerwear,https://m.media-amazon.com/images/I/71V6VxZp7-L._AC_UL320_.jpg,https://www.amazon.com/Grover-Bros-Special-Thermal-Fashion/dp/B0BJKQ26L2/ref=sr_1_18151?qid=1679143129&s=apparel&sr=1-18151,,
17118,Candour London White Non Padded Underwired Full Cover Women's Bra,women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/I/71Xg918E2DL._AC_UL320_.jpg,https://www.amazon.com/Candour-London-Padded-Underwired-Womens/dp/B072K56FFC/ref=sr_1_17223?qid=1679155504&s=apparel&sr=1-17223,3.5,10
802,Healthvit Focus & Energy Caffeine 100mg + L-Theanine 100mg | Promoting Relaxation | Smooth & Focused Energy | Stimulates T...,beauty & health,Diet & Nutrition,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/819NxFvYJ6L._AC_UL320_.jpg,https://www.amazon.com/Healthvit-Focus-Energy-Caffeine-L-Theanine/dp/B07FP7M1HH/ref=sr_1_5819?qid=1679216100&s=hpc&sr=1-5819,3.6,152
10672,ESPRESSO Women's 100% Viscose Waterfall Shrugs with Button Foldable Sleeve,women's clothing,Western Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81hOCOQCBHL._AC_UL320_.jpg,https://www.amazon.com/Espresso-Womens-Viscose-Waterfall-Foldable/dp/B076DCTHGW/ref=sr_1_10681?qid=1679153829&s=apparel&sr=1-10681,4,977
12885,Pujia Mills Women's Georgette Floral Digital Print Sleeveless Blouse,women's clothing,Clothing,https://m.media-amazon.com/images/I/71k-FII6MnL._AC_UL320_.jpg,https://www.amazon.com/Pujia-Mills-Jacquard-GOLA_Navy-Blue_38/dp/B08LBMPC4R/ref=sr_1_12894?qid=1679153208&s=apparel&sr=1-12894,3.4,72
813,"The SV Style Men's, Women's, Cotton, High Neck, Pocket, Mickey Graphic Printed Warm Hoodie (White, Black)",sports & fitness,Yoga,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31cWMDmCVHL._AC_UL320_.jpg,https://www.amazon.com/SV-Style-Unisex-White-Hoodie/dp/B08BXW6JKF/ref=sr_1_6910?qid=1679217954&s=sports&sr=1-6910,4.6,19
8750,KAAMAHA Women's Embroidered Jacket Multicolor Cotton Kutchi Jacket Koti 21-31,women's clothing,Western Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41KobY5KuTL._AC_UL320_.jpg,https://www.amazon.com/KAAMAHA-Womens-Embroidered-Jacket-Multicolor/dp/B09CLN36SM/ref=sr_1_8755?qid=1679153761&s=apparel&sr=1-8755,,
21,Veirdo® Pure Cotton Oversize Loose Baggy Fit Round Neck Half Sleeve Black Graphic Teddy Printed T-Shirt for Men & Boys,men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/I/614XpiTNZoL._AC_UL320_.jpg,https://www.amazon.com/Veirdo%C2%AE-Oversize-Graphic-Printed-T-Shirt/dp/B0BLGWYB11/ref=sr_1_30?qid=1679139859&s=apparel&sr=1-30,4.3,25
5465,Sidharth Gems 10.25 Ratti / 9.50 Carat Zircon Gemstone Original Certified American Diamond Stone Lab Tested,accessories,Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41mk3JBmYAL._AC_UL320_.jpg,https://www.amazon.com/Sidharth-Gems-Gemstone-Original-Certified/dp/B08L1WLZWP/ref=sr_1_5474?qid=1679145334&s=jewelry&sr=1-5474,3.5,6
2578,"Sileni 35Pcs Double Sided Bra Stickers, fashion dressing Tape, Body Clothing Stickers, Multipal use. (PACK OF 1)",women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/I/3158+QRMMTL._AC_UL320_.jpg,https://www.amazon.com/Sileni-Stickers-dressing-Clothing-Multipal/dp/B09SWM33GS/ref=sr_1_2587?qid=1679154930&s=apparel&sr=1-2587,3.5,45
2323,Anuj Sales 5.25 Ratti Yellow Sapphire/Pukhraj Crystal Gemstone Ring for Astrological Purpose Panchdhatu Gemstone for Men &...,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21lRuDfs2aL._AC_UL320_.jpg,https://www.amazon.com/Anuj-Sales-Sapphire-Gemstone-Astrological/dp/B07MYGPW11/ref=sr_1_2332?qid=1679160010&s=jewelry&sr=1-2332,3.4,193
1905,Lee Men's Regular Fit Shirt,men's clothing,Shirts,https://m.media-amazon.com/images/I/61IIlPykPqL._AC_UL320_.jpg,https://www.amazon.com/Lee-Mens-Regular-Shirt-LMSH001255_Peach/dp/B09RN5G8YG/ref=sr_1_1914?qid=1679140845&s=apparel&sr=1-1914,5,1
119,Vicky Diamond Design Cricket Bat Grip Sturdy & Comfortable Multicolour Rubber Built Ideal for Full Size Short Handle (Pack...,sports & fitness,Cricket,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61pPLwwqw9L._AC_UL320_.jpg,https://www.amazon.com/Diamond-Design-Cricket-Bat-Grip/dp/B087ZLRVRB/ref=sr_1_1224?qid=1679216687&s=sports&sr=1-1224,,
581,Cassarina Multipurpose Premium Stainless Steel Meat Butcher Cleaver Chopper Knife | Heavy Duty Sharp Blade for Cutting Mea...,home & kitchen,Kitchen & Dining,https://m.media-amazon.com/images/I/51WXM2VlDeL._AC_UL320_.jpg,https://www.amazon.com/Cassarina-Multipurpose-Premium-Stainless-Vegetable/dp/B0BTQ431V2/ref=sr_1_5118?qid=1679212663&s=kitchen&sr=1-5118,5,1
13737,Avantika Fashion Women's Woven Kanjivaram Soft Lichi Silk Banarasi Saree With Blouse Piece,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/61kl1k3m9pL._AC_UL320_.jpg,https://www.amazon.com/Avantika-Fashion-Womens-Kanjivaram-Blouse/dp/B0BF5HKZ6L/ref=sr_1_13838?qid=1679154639&s=apparel&sr=1-13838,2.5,13
1297,Blue Ronin Women's Cotton Regular Fit Formal/Casual Shirt Brown,women's clothing,Western Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61KVLSg1GIL._AC_UL320_.jpg,https://www.amazon.com/Blue-Ronin-Stylish-Western-Official/dp/B0BC1R5NDH/ref=sr_1_1302?qid=1679153485&s=apparel&sr=1-1302,3.8,306
9356,Lino Perros Women Shoulder bag,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61kHipyJq7L._AC_UL320_.jpg,https://www.amazon.com/Lino-Perros-Off-White-Shoulder-bag/dp/B0BGT5Q5N1/ref=sr_1_9365?qid=1679144203&s=luggage&sr=1-9365,3.3,3
23,Fastrack 50 Ltrs Teal Rucksack (A0726NTL01),sports & fitness,Camping & Hiking,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61-0SK146dL._AC_UL320_.jpg,https://www.amazon.com/Fastrack-Ltrs-Teal-Rucksack-A0726NTL01/dp/B07WSV13PR/ref=sr_1_264?qid=1679217511&s=sports&sr=1-264,4.1,41
2233,Vedu Creation Men's Printed Regular Boxer Shorts (Pack of 3) Boxer Man Combo|| Boxer Men Cotton|| Boxer Men Combo|| Pack B...,men's clothing,Innerwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71rsuRC9ktL._AC_UL320_.jpg,https://www.amazon.com/Vedu-Creation-Printed-Regular-NC/dp/B09TR5Y3K5/ref=sr_1_2242?qid=1679142552&s=apparel&sr=1-2242,,
13402,Avsar 18k (750) Yellow Gold and Diamond Pendant for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61jul1NHFqL._AC_UL320_.jpg,https://www.amazon.com/Avsar-Yellow-Diamond-Pendant-Women/dp/B07NP6NWG1/ref=sr_1_13407?qid=1679159722&s=jewelry&sr=1-13407,,
17916,"adidas Men's Pureboost 22 Running Shoe, Black/Black/Black, 12.5",men's shoes,Sports Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61r6dI7ePeL._AC_UL320_.jpg,https://www.amazon.com/adidas-Mens-Pureboost-Running-Black/dp/B09VCMB7TZ/ref=sr_1_17921?qid=1679147831&s=shoes&sr=1-17921,5,1
214,Organiser Villa Desginer Handbag for Girl & Women. You can easily to store your all Accesories. Its protects your item fro...,bags & luggage,Wallets,https://m.media-amazon.com/images/I/61FYrExs7AS._AC_UL320_.jpg,https://www.amazon.com/Organiser-Villa-Desginer-Accesories-scratches/dp/B0946LJ1Y3/ref=sr_1_1607?qid=1679219274&s=luggage&sr=1-1607,5,1
3817,Bee M Pee Designer Women's Chiffon Brasso Printed Saree with Blouse Piece (PS Brasso Aadi B),women's clothing,Ethnic Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81C88FZzlSL._AC_UL320_.jpg,https://www.amazon.com/Bee-Pee-Designer-Chiffon-Printed/dp/B0B56V76ZF/ref=sr_1_3826?qid=1679154270&s=apparel&sr=1-3826,3.5,171
17541,KEISTER White Casual Sneaker Shoes for Men 07-DKN-WHT,men's shoes,Casual Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31ai9RM7qnL._AC_UL320_.jpg,https://www.amazon.com/KEISTER-White-Casual-Sneaker-07-DKN-WHT-10/dp/B0BG8PXY85/ref=sr_1_17694?qid=1679149268&s=shoes&sr=1-17694,,
14524,U.S. POLO ASSN. Men Shirt,men's clothing,Shirts,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81ttY+O2bEL._AC_UL320_.jpg,https://www.amazon.com/Polo-Association-Classic-Shirt-UDSHT0174_Blue/dp/B097R6WGJS/ref=sr_1_14533?qid=1679141425&s=apparel&sr=1-14533,,
5994,Zeya Yellow Gold Ring,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/41P0itdBBiS._AC_UL320_.jpg,https://www.amazon.com/Zeya-Yellow-Gold-Offshoot-Women/dp/B0875DWY9F/ref=sr_1_6003?qid=1679159447&s=jewelry&sr=1-6003,,
453,"Homava 40 X 60 Outdoor Portable Monocular Telescope for Outdoor Travel, Camping, Sighting | 15.0 x 5.2 x 4.2 cm | Black","tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/41zj+tTaglL._AC_UL320_.jpg,https://www.amazon.com/Outdoor-Portable-Monocular-Telescope-Sighting/dp/B09D9BBP9J/ref=sr_1_460?qid=1679129945&s=electronics&sr=1-460,3.6,122
7257,Nine West Rose Goldtone and Grey Strap Watch,accessories,Watches,https://m.media-amazon.com/images/I/912IkpP82GL._AC_UL320_.jpg,https://www.amazon.com/Nine-West-NW-1994RGGY-Gold-Tone/dp/B06WWNCP12/ref=sr_1_7285?qid=1679155890&s=watches&sr=1-7285,4.6,"3,690"
205,"boAt Stone 1000v2 14W Bluetooth Speaker Signature Sound, Upto 8 Hours Playback, Rugged Design, Integrated Controls, Blueto...","tv, audio & cameras",Speakers,https://m.media-amazon.com/images/I/71VZRbs9L1L._AC_UL320_.jpg,https://www.amazon.com/boAt-Bluetooth-Signature-Integrated-Interface/dp/B09ZTSDJ9H/ref=sr_1_212?qid=1679129300&s=electronics&sr=1-212,4.3,"40,917"
5251,Vaibhav Jewellers 18K Yellow Gold and Diamond Nose Pin for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51+CDlfAH9L._AC_UL320_.jpg,https://www.amazon.com/Vaibhav-Jewellers-Yellow-Diamond-Women/dp/B08BLWKJXT/ref=sr_1_5260?qid=1679159422&s=jewelry&sr=1-5260,,
1488,DISHIS 14k (585) DISHIS 14K (585) Yellow Gold Designer Mangalsutra for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/610OjytTfnL._AC_UL320_.jpg,https://www.amazon.com/DISHIS-Yellow-Designer-Mangalsutra-Women/dp/B08H685WLG/ref=sr_1_1493?qid=1679159289&s=jewelry&sr=1-1493,3.1,8
7992,Puma Unisex-Adult Nrgy Star New Core Running Shoe,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71VM7K9NmiL._AC_UL320_.jpg,https://www.amazon.com/Unisex-Peacoat-Running-Shoe-10-19371802/dp/B081NRNTBF/ref=sr_1_8097?qid=1679148908&s=shoes&sr=1-8097,3.4,66
308,REDLUV Solid Men Sleeveless Thermal Top (White and Charcoal),sports & fitness,Cycling,https://m.media-amazon.com/images/I/41aSw8uzdVL._AC_UL320_.jpg,https://www.amazon.com/REDLUV-Solid-Sleeveless-Thermal-White/dp/B09DQ2D98N/ref=sr_1_2061?qid=1679217029&s=sports&sr=1-2061,3.8,10
850,Generic Sports Analogue Men's Watch(Black Dial black Colored Strap)-Chakari -111-Black,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61SJFKMKzJL._AC_UL320_.jpg,https://www.amazon.com/Stylist-Different-Attractive-Analog-Watch/dp/B07S7JZV1P/ref=sr_1_4019?qid=1679212411&s=apparel&sr=1-4019,3.6,55
226,"Tronica TR-1501 Deep Bass Home Theater with Subwoofer 2.1 Channel with 55W Premium Signature Sound, Multiple Connectivity ...","tv, audio & cameras",Speakers,https://m.media-amazon.com/images/I/51jjnFD7-pL._AC_UL320_.jpg,https://www.amazon.com/Subwoofer-2-1-Signature-Multiple-Connectivity/dp/B09YBK4982/ref=sr_1_230?qid=1679129302&s=electronics&sr=1-230,3.4,170
573,Mini Hair Straightener for Women Small Size Electric Hair Straightening Machine Ceramic Plate Fast Heat Up Portable Hair S...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61MLwL69HBL._AC_UL320_.jpg,https://www.amazon.com/Calitate24-Professional-Straightener-Straightening-Accessories/dp/B09GM9BSD4/ref=sr_1_4078?qid=1679215901&s=hpc&sr=1-4078,,
18504,Proline Mens Tshirt(PV24025L_DE),men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/I/71H+HijkCtL._AC_UL320_.jpg,https://www.amazon.com/Proline-Mens-Regular-T-Shirt-PV24025LDE_DE/dp/B0B6PN8HPC/ref=sr_1_18609?qid=1679140729&s=apparel&sr=1-18609,,
8917,TIMEX Analog Silver Dial Women's Watch-TWEL12704,accessories,Watches,https://m.media-amazon.com/images/I/61LFowCV18L._AC_UL320_.jpg,https://www.amazon.com/Timex-Analog-Silver-Womens-Watch-TWEL12704/dp/B07QNXCHNH/ref=sr_1_8941?qid=1679155950&s=watches&sr=1-8941,3.4,3
15690,Leather Wallet for Men,stores,Men's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81zZXgiaNOL._AC_UL320_.jpg,https://www.amazon.com/WildHorn-Genuine-Leather-Wallet-BOMBAY/dp/B07CL3Q9TC/ref=sr_1_15699?qid=1679151462&s=apparel&sr=1-15699,4.4,3
16972,Inkholic Ganpati Printed Sports Jersey l Collar Neck 100,men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61LMot8j5-L._AC_UL320_.jpg,https://www.amazon.com/Inkholic-Ganpati-Printed-XX-Large-Multicolour/dp/B0B599CMT3/ref=sr_1_17077?qid=1679140658&s=apparel&sr=1-17077,,
16837,San Frissco Men's Black Faux Leather Slip-On Casual Mules,men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/61bnIJvXuvL._AC_UL320_.jpg,https://www.amazon.com/San-Frissco-Black-Leather-Casual/dp/B0BL3TL5H1/ref=sr_1_16990?qid=1679149244&s=shoes&sr=1-16990,,
274,"Moto Modz-Race Dynamics Flash X Hazard Module, Blinker/Flasher for Yamaha R15 V3(BS4/ BS6) Plug N Play | 60 Patterns | 3Ye...",car & motorbike,Motorbike Accessories & Parts,https://m.media-amazon.com/images/I/61gGy33rPpL._AC_UL320_.jpg,https://www.amazon.com/Moto-Modz-Race-Dynamics-Patterns-Warranty/dp/B0BH2FC81G/ref=sr_1_3467?qid=1679221736&s=automotive&sr=1-3467,1,1
7280,P.C. Chandra Jewellers 14k (585) Rose Gold and Diamond Stud Earrings for Women,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/51gNgepdflL._AC_UL320_.jpg,https://www.amazon.com/P-C-Chandra-Jewellers-Diamond-Earrings/dp/B084HB86W3/ref=sr_1_7289?qid=1679159499&s=jewelry&sr=1-7289,Get,FREE Delivery by Amazon
4333,Park Avenue Men Shirt,men's clothing,Shirts,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91e4p+WcCXL._AC_UL320_.jpg,https://www.amazon.com/Park-Avenue-Shirt-PMSX16633-V8_Dark-Violet/dp/B0BM94987T/ref=sr_1_4338?qid=1679140956&s=apparel&sr=1-4338,,
2558,DFR Reversible Cotton Reusable Cloth Mask With Adjustable Ear Loop (Multicolor Without Valve Pack of 5) For Women Men,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/71+EhSxLQPL._AC_UL320_.jpg,https://www.amazon.com/DFR-Reversible-Rajasthani-Sanganeri-Adjustable/dp/B08J3Z6Y8B/ref=sr_1_2563?qid=1679143973&s=luggage&sr=1-2563,4,"6,286"
9094,"Sony WF-XB700 Bluetooth Truly Wireless in Ear Earbuds with 18 Hours Battery Life, Extra Bass with Mic for Phone Calls, Qui...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71oa-cZtfJL._AC_UL320_.jpg,https://www.amazon.com/Sony-WF-XB700-Wireless-Bluetooth-Headphones/dp/B085VQFZ8Z/ref=sr_1_9100?qid=1679134208&s=electronics&sr=1-9100,3.8,"19,398"
15486,Romaisa Women's Satin Solid Maxi Length Nighty with Robe (RN333-666_Pink_Free Size) (Nightwear Set Pack of 2),women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61MNvZNxWrL._AC_UL320_.jpg,https://www.amazon.com/Romaisa-Womens-Satin-Lace-Nightdress/dp/B08JCDZTN3/ref=sr_1_15495?qid=1679155434&s=apparel&sr=1-15495,4,63
2850,Philips Automotive GoPure 5211 Car Air Purifier with 3 Color Real Time AQI Indicator GP521BLKX1 (Black),appliances,Heating & Cooling Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41DT8tkNDzL._AC_UL320_.jpg,https://www.amazon.com/Philips-Automotive-Purifier-Indicator-GP521BLKX1/dp/B0BRBFTYQ4/ref=sr_1_2857?qid=1679135201&s=kitchen&sr=1-2857,5,1
14826,SINCE 7 STORE Lionel Messi Goat Premium Double Sided Printed Keychain,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/816uKAgdMuL._AC_UL320_.jpg,https://www.amazon.com/SINCE-STORE-Premium-Printed-Keychain/dp/B0BVKV7985/ref=sr_1_14883?qid=1679144385&s=luggage&sr=1-14883,,
7396,SOLIX® 8MP (PVA) Passive Video Balun BNC DC to RJ45 Network Transceiver Cat5/Cat6 Adapter AHD/TVI/CVI/CVBS for Full HD CCT...,"tv, audio & cameras",Security Cameras,https://m.media-amazon.com/images/I/41475Q4K1zL._AC_UL320_.jpg,https://www.amazon.com/SOLIX%C2%AE-Passive-Network-Transceiver-Adapter/dp/B0BRXZ4J3D/ref=sr_1_7424?qid=1679132424&s=electronics&sr=1-7424,,
17781,Clarks Ria Derby Black Leather,men's shoes,Formal Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/416lPUZ7KsL._AC_UL320_.jpg,https://www.amazon.com/Clarks-Ria-Derby-Black-Leather/dp/B09D5B965H/ref=sr_1_17790?qid=1679148563&s=shoes&sr=1-17790,,
1628,ZIYAA Women's Rayon Kurta,stores,The Designer Boutique,https://m.media-amazon.com/images/I/812NBVVSjyL._AC_UL320_.jpg,https://www.amazon.com/ZIYAA-Womens-Rayon-line-ZIDRRY15029-XL_Yellow_X-Large/dp/B08L9K71VQ/ref=sr_1_14829?qid=1679212108&s=apparel&sr=1-14829,,
1567,"Bersache Casual Shoes for Men Waliking, Sneakers,Loafers, Canvas Casual Shoes for Men Black ORI(A)-9030",men's shoes,Casual Shoes,https://m.media-amazon.com/images/I/71frcPvNWwL._AC_UL320_.jpg,https://www.amazon.com/Bersache-Waliking-ORI-9030-Numeric_7/dp/B0BKW2VXZF/ref=sr_1_1576?qid=1679148676&s=shoes&sr=1-1576,,
9955,KG Best Collection Women Printed Long T-Shirt,women's clothing,Western Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71rBdh1IusL._AC_UL320_.jpg,https://www.amazon.com/KG-Best-Collection-Printed-T-Shirt/dp/B09JWYQF6S/ref=sr_1_9964?qid=1679153803&s=apparel&sr=1-9964,3.8,9
18707,"Associated Uniforms Mens Scrub Suit - Ideal for Doctors, Dentists and Healthcare Professionals. (XXXL - 46, WORSTED BLUE)",men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41299-P1VHL._AC_UL320_.jpg,https://www.amazon.com/Associated-Uniforms-Mens-Scrub-Suit/dp/B08RK4H4PL/ref=sr_1_18812?qid=1679140738&s=apparel&sr=1-18812,4,834
972,Organic Purify Premium Afghani Anjeer Dried Figs 250GM,grocery & gourmet foods,Snack Foods,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61hsdguwXhL._AC_UL320_.jpg,https://www.amazon.com/Organic-Purify-Premium-Afghani-Anjeer/dp/B08TCCGKT2/ref=sr_1_8797?qid=1679216655&s=grocery&sr=1-8797,3.3,225
8044,Zeya Yellow Gold Ring,accessories,Gold & Diamond Jewellery,https://m.media-amazon.com/images/I/61dBjPly1rL._AC_UL320_.jpg,https://www.amazon.com/Zeya-Yellow-Swarovski-Zirconia-Women/dp/B082875C93/ref=sr_1_8053?qid=1679159527&s=jewelry&sr=1-8053,,
2058,THE ON E Browcara (by ori flame),beauty & health,Make-up,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/416swSosEcL._AC_UL320_.jpg,https://www.amazon.com/Generic-Browcara-ori-flame/dp/B0BSRYMXY9/ref=sr_1_14923?qid=1679215297&s=beauty&sr=1-14923,,
